raceSpace,titleSpace,candidateSpace,iteration,raceIndex,raceLength,column,yPos,votedOn,closest_before
5,20,15,1,0,1,1,10,0,-1
5,20,15,1,1,1,1,50,3,-1
5,20,15,1,2,1,1,90,4,-1
5,20,15,1,3,1,1,130,7,-1
5,20,15,1,4,2,1,170,8,-1
5,20,15,1,5,1,1,225,11,-1
5,20,15,1,6,2,1,265,-1,-1
5,20,15,1,7,4,1,320,14,-1
5,20,15,1,8,4,1,405,17,-1
5,20,15,1,9,4,1,490,20,-1
5,20,15,1,10,4,2,10,1,0
5,20,15,1,11,4,2,95,5,5
5,20,15,1,12,4,2,180,9,10
5,20,15,1,13,1,2,265,12,0
5,20,15,1,14,2,2,305,15,15
5,20,15,1,15,2,2,360,-1,40
5,20,15,1,16,4,2,415,18,10
5,20,15,1,17,1,2,500,21,10
5,20,15,1,18,2,2,540,-1,50
5,20,15,1,19,3,3,10,2,0
5,20,15,1,20,4,3,80,6,15
5,20,15,1,21,4,3,165,10,15
5,20,15,1,22,2,3,250,13,15
5,20,15,1,23,2,3,305,16,0
5,20,15,1,24,4,3,360,-1,0
5,20,15,1,25,3,3,445,19,30
5,20,15,1,26,4,3,515,22,15
5,20,15,2,0,4,1,10,0,-1
5,20,15,2,1,2,1,95,3,-1
5,20,15,2,2,1,1,150,6,-1
5,20,15,2,3,1,1,190,-1,-1
5,20,15,2,4,4,1,230,9,-1
5,20,15,2,5,4,1,315,12,-1
5,20,15,2,6,4,1,400,15,-1
5,20,15,2,7,4,1,485,18,-1
5,20,15,2,8,4,2,10,1,0
5,20,15,2,9,4,2,95,4,0
5,20,15,2,10,4,2,180,7,10
5,20,15,2,11,1,2,265,10,35
5,20,15,2,12,4,2,305,13,10
5,20,15,2,13,4,2,390,16,10
5,20,15,2,14,4,2,475,19,10
5,20,15,2,15,2,3,10,2,0
5,20,15,2,16,3,3,65,5,30
5,20,15,2,17,2,3,135,-1,40
5,20,15,2,18,2,3,190,8,10
5,20,15,2,19,4,3,245,11,20
5,20,15,2,20,1,3,330,14,25
5,20,15,2,21,3,3,370,17,20
5,20,15,2,22,4,3,440,20,35
5,20,15,2,23,2,3,525,-1,50
5,20,15,3,0,1,1,10,0,-1
5,20,15,3,1,1,1,50,3,-1
5,20,15,3,2,2,1,90,4,-1
5,20,15,3,3,2,1,145,-1,-1
5,20,15,3,4,2,1,200,7,-1
5,20,15,3,5,3,1,255,-1,-1
5,20,15,3,6,1,1,325,10,-1
5,20,15,3,7,3,1,365,-1,-1
5,20,15,3,8,1,1,435,13,-1
5,20,15,3,9,2,1,475,-1,-1
5,20,15,3,10,4,2,10,1,0
5,20,15,3,11,3,2,95,5,5
5,20,15,3,12,2,2,165,-1,20
5,20,15,3,13,3,2,220,8,20
5,20,15,3,14,3,2,290,-1,35
5,20,15,3,15,2,2,360,11,5
5,20,15,3,16,1,2,415,-1,20
5,20,15,3,17,1,2,455,14,20
5,20,15,3,18,4,2,495,-1,20
5,20,15,3,19,1,3,10,2,0
5,20,15,3,20,4,3,50,-1,40
5,20,15,3,21,1,3,135,6,30
5,20,15,3,22,3,3,175,-1,10
5,20,15,3,23,1,3,245,9,25
5,20,15,3,24,3,3,285,-1,5
5,20,15,3,25,2,3,355,12,5
5,20,15,3,26,3,3,410,-1,5
5,20,15,3,27,4,3,480,15,15
5,20,15,4,0,2,1,10,0,-1
5,20,15,4,1,1,1,65,3,-1
5,20,15,4,2,4,1,105,6,-1
5,20,15,4,3,4,1,190,7,-1
5,20,15,4,4,3,1,275,10,-1
5,20,15,4,5,2,1,345,13,-1
5,20,15,4,6,4,1,400,16,-1
5,20,15,4,7,3,1,485,19,-1
5,20,15,4,8,3,2,10,1,0
5,20,15,4,9,4,2,80,4,15
5,20,15,4,10,2,2,165,8,25
5,20,15,4,11,1,2,220,-1,30
5,20,15,4,12,4,2,260,11,15
5,20,15,4,13,1,2,345,14,0
5,20,15,4,14,3,2,385,17,15
5,20,15,4,15,1,2,455,-1,30
5,20,15,4,16,2,2,495,20,10
5,20,15,4,17,2,2,550,-1,65
5,20,15,4,18,2,3,10,2,0
5,20,15,4,19,3,3,65,5,15
5,20,15,4,20,1,3,135,-1,30
5,20,15,4,21,4,3,175,9,10
5,20,15,4,22,3,3,260,12,0
5,20,15,4,23,2,3,330,15,15
5,20,15,4,24,3,3,385,18,0
5,20,15,4,25,4,3,455,21,0
5,20,15,4,26,1,3,540,-1,10
5,20,15,5,0,3,1,10,0,-1
5,20,15,5,1,2,1,80,3,-1
5,20,15,5,2,4,1,135,6,-1
5,20,15,5,3,3,1,220,9,-1
5,20,15,5,4,4,1,290,12,-1
5,20,15,5,5,4,1,375,15,-1
5,20,15,5,6,1,1,460,18,-1
5,20,15,5,7,1,1,500,-1,-1
5,20,15,5,8,1,1,540,21,-1
5,20,15,5,9,2,2,10,1,0
5,20,15,5,10,3,2,65,4,15
5,20,15,5,11,3,2,135,7,0
5,20,15,5,12,2,2,205,10,15
5,20,15,5,13,4,2,260,13,30
5,20,15,5,14,4,2,345,16,30
5,20,15,5,15,1,2,430,-1,30
5,20,15,5,16,2,2,470,19,10
5,20,15,5,17,4,3,10,2,0
5,20,15,5,18,1,3,95,5,30
5,20,15,5,19,1,3,135,8,0
5,20,15,5,20,3,3,175,11,30
5,20,15,5,21,3,3,245,14,15
5,20,15,5,22,2,3,315,-1,30
5,20,15,5,23,3,3,370,17,25
5,20,15,5,24,1,3,440,-1,10
5,20,15,5,25,2,3,480,20,10
5,20,15,5,26,1,3,535,-1,65
5,20,15,6,0,4,1,10,0,-1
5,20,15,6,1,4,1,95,3,-1
5,20,15,6,2,3,1,180,6,-1
5,20,15,6,3,4,1,250,9,-1
5,20,15,6,4,4,1,335,12,-1
5,20,15,6,5,2,1,420,15,-1
5,20,15,6,6,2,1,475,18,-1
5,20,15,6,7,3,1,530,21,-1
5,20,15,6,8,3,2,10,1,0
5,20,15,6,9,4,2,80,4,15
5,20,15,6,10,3,2,165,7,15
5,20,15,6,11,4,2,235,10,15
5,20,15,6,12,1,2,320,13,15
5,20,15,6,13,1,2,360,-1,25
5,20,15,6,14,3,2,400,16,20
5,20,15,6,15,3,2,470,19,5
5,20,15,6,16,2,2,540,22,10
5,20,15,6,17,3,3,10,2,0
5,20,15,6,18,1,3,80,5,0
5,20,15,6,19,1,3,120,-1,40
5,20,15,6,20,3,3,160,8,5
5,20,15,6,21,4,3,230,11,5
5,20,15,6,22,2,3,315,14,5
5,20,15,6,23,2,3,370,-1,10
5,20,15,6,24,3,3,425,17,25
5,20,15,6,25,1,3,495,20,25
5,20,15,6,26,1,3,535,23,5
5,20,15,7,0,4,1,10,0,-1
5,20,15,7,1,1,1,95,3,-1
5,20,15,7,2,3,1,135,6,-1
5,20,15,7,3,2,1,205,7,-1
5,20,15,7,4,3,1,260,10,-1
5,20,15,7,5,2,1,330,13,-1
5,20,15,7,6,4,1,385,16,-1
5,20,15,7,7,2,1,470,19,-1
5,20,15,7,8,1,1,525,-1,-1
5,20,15,7,9,4,2,10,1,0
5,20,15,7,10,4,2,95,4,0
5,20,15,7,11,4,2,180,8,25
5,20,15,7,12,1,2,265,11,5
5,20,15,7,13,2,2,305,14,25
5,20,15,7,14,2,2,360,17,25
5,20,15,7,15,4,2,415,-1,30
5,20,15,7,16,3,2,500,20,25
5,20,15,7,17,4,3,10,2,0
5,20,15,7,18,4,3,95,5,0
5,20,15,7,19,2,3,180,9,0
5,20,15,7,20,3,3,235,12,30
5,20,15,7,21,3,3,305,15,0
5,20,15,7,22,4,3,375,18,15
5,20,15,7,23,1,3,460,-1,40
5,20,15,7,24,2,3,500,21,0
5,20,15,8,0,1,1,10,0,-1
5,20,15,8,1,3,1,50,3,-1
5,20,15,8,2,3,1,120,-1,-1
5,20,15,8,3,1,1,190,6,-1
5,20,15,8,4,3,1,230,-1,-1
5,20,15,8,5,1,1,300,9,-1
5,20,15,8,6,4,1,340,12,-1
5,20,15,8,7,1,1,425,15,-1
5,20,15,8,8,4,1,465,18,-1
5,20,15,8,9,3,2,10,1,0
5,20,15,8,10,3,2,80,4,30
5,20,15,8,11,3,2,150,-1,30
5,20,15,8,12,2,2,220,7,10
5,20,15,8,13,3,2,275,10,25
5,20,15,8,14,1,2,345,13,5
5,20,15,8,15,2,2,385,-1,40
5,20,15,8,16,4,2,440,16,15
5,20,15,8,17,3,2,525,-1,60
5,20,15,8,18,4,3,10,2,0
5,20,15,8,19,3,3,95,5,15
5,20,15,8,20,4,3,165,-1,15
5,20,15,8,21,1,3,250,8,25
5,20,15,8,22,1,3,290,11,15
5,20,15,8,23,4,3,330,14,15
5,20,15,8,24,3,3,415,17,25
5,20,15,8,25,4,3,485,-1,40
5,20,15,9,0,3,1,10,0,-1
5,20,15,9,1,2,1,80,3,-1
5,20,15,9,2,2,1,135,-1,-1
5,20,15,9,3,4,1,190,6,-1
5,20,15,9,4,2,1,275,9,-1
5,20,15,9,5,1,1,330,12,-1
5,20,15,9,6,3,1,370,15,-1
5,20,15,9,7,2,1,440,17,-1
5,20,15,9,8,4,1,495,20,-1
5,20,15,9,9,4,2,10,1,0
5,20,15,9,10,2,2,95,4,15
5,20,15,9,11,3,2,150,-1,15
5,20,15,9,12,1,2,220,7,30
5,20,15,9,13,2,2,260,10,15
5,20,15,9,14,2,2,315,13,15
5,20,15,9,15,2,2,370,16,0
5,20,15,9,16,4,2,425,18,15
5,20,15,9,17,3,2,510,21,15
5,20,15,9,18,1,3,10,2,0
5,20,15,9,19,4,3,50,-1,40
5,20,15,9,20,3,3,135,5,15
5,20,15,9,21,3,3,205,8,15
5,20,15,9,22,3,3,275,11,15
5,20,15,9,23,2,3,345,14,25
5,20,15,9,24,3,3,400,19,25
5,20,15,9,25,1,3,470,-1,40
5,20,15,9,26,1,3,510,22,0
5,20,15,10,0,2,1,10,0,-1
5,20,15,10,1,3,1,65,3,-1
5,20,15,10,2,1,1,135,6,-1
5,20,15,10,3,1,1,175,9,-1
5,20,15,10,4,1,1,215,-1,-1
5,20,15,10,5,1,1,255,10,-1
5,20,15,10,6,2,1,295,13,-1
5,20,15,10,7,2,1,350,16,-1
5,20,15,10,8,4,1,405,-1,-1
5,20,15,10,9,4,1,490,19,-1
5,20,15,10,10,1,2,10,1,0
5,20,15,10,11,1,2,50,4,15
5,20,15,10,12,3,2,90,-1,25
5,20,15,10,13,2,2,160,7,15
5,20,15,10,14,4,2,215,11,0
5,20,15,10,15,4,2,300,14,5
5,20,15,10,16,3,2,385,17,20
5,20,15,10,17,2,2,455,-1,35
5,20,15,10,18,4,2,510,20,20
5,20,15,10,19,3,3,10,2,0
5,20,15,10,20,3,3,80,5,10
5,20,15,10,21,4,3,150,8,10
5,20,15,10,22,4,3,235,12,20
5,20,15,10,23,3,3,320,15,20
5,20,15,10,24,2,3,390,18,5
5,20,15,10,25,2,3,445,-1,10
5,20,15,10,26,2,3,500,21,10
5,20,15,11,0,1,1,10,0,-1
5,20,15,11,1,1,1,50,3,-1
5,20,15,11,2,3,1,90,-1,-1
5,20,15,11,3,1,1,160,6,-1
5,20,15,11,4,3,1,200,8,-1
5,20,15,11,5,1,1,270,11,-1
5,20,15,11,6,3,1,310,-1,-1
5,20,15,11,7,1,1,380,14,-1
5,20,15,11,8,4,1,420,17,-1
5,20,15,11,9,1,1,505,20,-1
5,20,15,11,10,3,2,10,1,0
5,20,15,11,11,1,2,80,4,10
5,20,15,11,12,4,2,120,7,30
5,20,15,11,13,4,2,205,9,5
5,20,15,11,14,1,2,290,12,20
5,20,15,11,15,2,2,330,-1,20
5,20,15,11,16,2,2,385,15,5
5,20,15,11,17,4,2,440,18,20
5,20,15,11,18,1,2,525,21,20
5,20,15,11,19,3,3,10,2,0
5,20,15,11,20,4,3,80,5,0
5,20,15,11,21,1,3,165,-1,40
5,20,15,11,22,2,3,205,10,0
5,20,15,11,23,2,3,260,-1,30
5,20,15,11,24,2,3,315,13,15
5,20,15,11,25,4,3,370,16,15
5,20,15,11,26,1,3,455,19,15
5,20,15,11,27,4,3,495,22,30
5,20,15,12,0,3,1,10,0,-1
5,20,15,12,1,2,1,80,3,-1
5,20,15,12,2,3,1,135,6,-1
5,20,15,12,3,3,1,205,9,-1
5,20,15,12,4,3,1,275,-1,-1
5,20,15,12,5,2,1,345,12,-1
5,20,15,12,6,1,1,400,-1,-1
5,20,15,12,7,4,1,440,15,-1
5,20,15,12,8,1,1,525,18,-1
5,20,15,12,9,2,2,10,1,0
5,20,15,12,10,4,2,65,4,15
5,20,15,12,11,3,2,150,7,15
5,20,15,12,12,4,2,220,10,15
5,20,15,12,13,3,2,305,-1,30
5,20,15,12,14,3,2,375,13,25
5,20,15,12,15,2,2,445,16,5
5,20,15,12,16,1,2,500,-1,25
5,20,15,12,17,1,2,540,19,15
5,20,15,12,18,3,3,10,2,0
5,20,15,12,19,3,3,80,5,15
5,20,15,12,20,1,3,150,8,0
5,20,15,12,21,2,3,190,-1,30
5,20,15,12,22,1,3,245,11,25
5,20,15,12,23,2,3,285,-1,20
5,20,15,12,24,3,3,340,-1,35
5,20,15,12,25,2,3,410,14,35
5,20,15,12,26,4,3,465,17,20
5,20,15,12,27,1,3,550,20,10
5,20,15,13,0,1,1,10,0,-1
5,20,15,13,1,1,1,50,3,-1
5,20,15,13,2,1,1,90,6,-1
5,20,15,13,3,4,1,130,-1,-1
5,20,15,13,4,2,1,215,8,-1
5,20,15,13,5,4,1,270,-1,-1
5,20,15,13,6,3,1,355,11,-1
5,20,15,13,7,1,1,425,14,-1
5,20,15,13,8,2,1,465,17,-1
5,20,15,13,9,1,1,520,-1,-1
5,20,15,13,10,1,1,560,20,-1
5,20,15,13,11,1,2,10,1,0
5,20,15,13,12,2,2,50,4,0
5,20,15,13,13,3,2,105,7,15
5,20,15,13,14,3,2,175,-1,40
5,20,15,13,15,4,2,245,9,25
5,20,15,13,16,4,2,330,12,25
5,20,15,13,17,3,2,415,15,10
5,20,15,13,18,3,2,485,18,20
5,20,15,13,19,2,3,10,2,0
5,20,15,13,20,4,3,65,5,15
5,20,15,13,21,3,3,150,-1,25
5,20,15,13,22,1,3,220,-1,25
5,20,15,13,23,4,3,260,10,15
5,20,15,13,24,1,3,345,13,15
5,20,15,13,25,2,3,385,-1,30
5,20,15,13,26,4,3,440,16,25
5,20,15,13,27,3,3,525,19,40
5,20,15,14,0,3,1,10,0,-1
5,20,15,14,1,1,1,80,3,-1
5,20,15,14,2,2,1,120,-1,-1
5,20,15,14,3,1,1,175,6,-1
5,20,15,14,4,2,1,215,-1,-1
5,20,15,14,5,3,1,270,-1,-1
5,20,15,14,6,3,1,340,9,-1
5,20,15,14,7,2,1,410,12,-1
5,20,15,14,8,1,1,465,15,-1
5,20,15,14,9,1,1,505,-1,-1
5,20,15,14,10,4,2,10,1,0
5,20,15,14,11,1,2,95,4,15
5,20,15,14,12,3,2,135,-1,15
5,20,15,14,13,3,2,205,7,10
5,20,15,14,14,3,2,275,-1,5
5,20,15,14,15,2,2,345,10,5
5,20,15,14,16,4,2,400,13,10
5,20,15,14,17,3,2,485,16,20
5,20,15,14,18,2,3,10,2,0
5,20,15,14,19,2,3,65,-1,30
5,20,15,14,20,1,3,120,5,15
5,20,15,14,21,4,3,160,-1,25
5,20,15,14,22,3,3,245,8,30
5,20,15,14,23,1,3,315,-1,30
5,20,15,14,24,1,3,355,11,10
5,20,15,14,25,1,3,395,14,5
5,20,15,14,26,2,3,435,-1,35
5,20,15,14,27,3,3,490,17,5
5,20,15,14,28,1,3,560,-1,75
5,20,15,15,0,3,1,10,0,-1
5,20,15,15,1,1,1,80,3,-1
5,20,15,15,2,4,1,120,6,-1
5,20,15,15,3,2,1,205,-1,-1
5,20,15,15,4,3,1,260,9,-1
5,20,15,15,5,1,1,330,12,-1
5,20,15,15,6,4,1,370,15,-1
5,20,15,15,7,2,1,455,17,-1
5,20,15,15,8,2,1,510,20,-1
5,20,15,15,9,3,2,10,1,0
5,20,15,15,10,3,2,80,4,0
5,20,15,15,11,2,2,150,7,30
5,20,15,15,12,3,2,205,-1,0
5,20,15,15,13,2,2,275,10,15
5,20,15,15,14,1,2,330,13,0
5,20,15,15,15,4,2,370,16,0
5,20,15,15,16,2,2,455,18,0
5,20,15,15,17,2,2,510,21,0
5,20,15,15,18,1,2,565,-1,55
5,20,15,15,19,4,3,10,2,0
5,20,15,15,20,4,3,95,5,15
5,20,15,15,21,3,3,180,8,25
5,20,15,15,22,4,3,250,11,25
5,20,15,15,23,3,3,335,14,5
5,20,15,15,24,2,3,405,-1,35
5,20,15,15,25,2,3,460,19,5
5,20,15,15,26,4,3,515,22,5
5,20,15,16,0,1,1,10,0,-1
5,20,15,16,1,2,1,50,3,-1
5,20,15,16,2,1,1,105,6,-1
5,20,15,16,3,2,1,145,9,-1
5,20,15,16,4,2,1,200,10,-1
5,20,15,16,5,2,1,255,13,-1
5,20,15,16,6,3,1,310,16,-1
5,20,15,16,7,2,1,380,17,-1
5,20,15,16,8,2,1,435,20,-1
5,20,15,16,9,1,1,490,23,-1
5,20,15,16,10,1,1,530,24,-1
5,20,15,16,11,1,2,10,1,0
5,20,15,16,12,3,2,50,4,0
5,20,15,16,13,4,2,120,7,15
5,20,15,16,14,4,2,205,11,5
5,20,15,16,15,4,2,290,14,20
5,20,15,16,16,4,2,375,18,5
5,20,15,16,17,4,2,460,21,25
5,20,15,16,18,1,2,545,25,15
5,20,15,16,19,2,3,10,2,0
5,20,15,16,20,1,3,65,5,15
5,20,15,16,21,4,3,105,8,15
5,20,15,16,22,4,3,190,12,15
5,20,15,16,23,4,3,275,15,15
5,20,15,16,24,4,3,360,19,15
5,20,15,16,25,3,3,445,22,15
5,20,15,16,26,1,3,515,26,30
5,20,15,17,0,1,1,10,0,-1
5,20,15,17,1,4,1,50,3,-1
5,20,15,17,2,4,1,135,6,-1
5,20,15,17,3,4,1,220,9,-1
5,20,15,17,4,2,1,305,12,-1
5,20,15,17,5,3,1,360,15,-1
5,20,15,17,6,4,1,430,17,-1
5,20,15,17,7,4,1,515,20,-1
5,20,15,17,8,3,2,10,1,0
5,20,15,17,9,4,2,80,4,30
5,20,15,17,10,3,2,165,7,30
5,20,15,17,11,4,2,235,10,15
5,20,15,17,12,1,2,320,13,15
5,20,15,17,13,2,2,360,16,0
5,20,15,17,14,4,2,415,18,15
5,20,15,17,15,3,2,500,21,15
5,20,15,17,16,1,3,10,2,0
5,20,15,17,17,1,3,50,-1,30
5,20,15,17,18,3,3,90,5,10
5,20,15,17,19,3,3,160,8,5
5,20,15,17,20,1,3,230,11,5
5,20,15,17,21,2,3,270,-1,35
5,20,15,17,22,3,3,325,14,5
5,20,15,17,23,1,3,395,19,20
5,20,15,17,24,2,3,435,-1,20
5,20,15,17,25,2,3,490,22,10
5,20,15,18,0,4,1,10,0,-1
5,20,15,18,1,4,1,95,3,-1
5,20,15,18,2,2,1,180,6,-1
5,20,15,18,3,1,1,235,9,-1
5,20,15,18,4,4,1,275,-1,-1
5,20,15,18,5,4,1,360,12,-1
5,20,15,18,6,4,1,445,15,-1
5,20,15,18,7,3,1,530,17,-1
5,20,15,18,8,3,2,10,1,0
5,20,15,18,9,1,2,80,4,15
5,20,15,18,10,3,2,120,-1,25
5,20,15,18,11,4,2,190,7,10
5,20,15,18,12,2,2,275,10,0
5,20,15,18,13,1,2,330,-1,30
5,20,15,18,14,1,2,370,13,10
5,20,15,18,15,3,2,410,16,35
5,20,15,18,16,1,2,480,-1,35
5,20,15,18,17,1,2,520,18,10
5,20,15,18,18,3,3,10,2,0
5,20,15,18,19,1,3,80,5,0
5,20,15,18,20,2,3,120,-1,0
5,20,15,18,21,4,3,175,8,15
5,20,15,18,22,2,3,260,11,15
5,20,15,18,23,4,3,315,-1,15
5,20,15,18,24,1,3,400,14,10
5,20,15,18,25,4,3,440,19,30
5,20,15,19,0,4,1,10,0,-1
5,20,15,19,1,4,1,95,3,-1
5,20,15,19,2,3,1,180,6,-1
5,20,15,19,3,3,1,250,-1,-1
5,20,15,19,4,4,1,320,9,-1
5,20,15,19,5,4,1,405,12,-1
5,20,15,19,6,1,1,490,15,-1
5,20,15,19,7,4,2,10,1,0
5,20,15,19,8,1,2,95,4,0
5,20,15,19,9,4,2,135,-1,40
5,20,15,19,10,2,2,220,7,30
5,20,15,19,11,1,2,275,-1,25
5,20,15,19,12,3,2,315,10,5
5,20,15,19,13,1,2,385,13,20
5,20,15,19,14,4,2,425,-1,20
5,20,15,19,15,3,2,510,16,20
5,20,15,19,16,1,3,10,2,0
5,20,15,19,17,2,3,50,-1,40
5,20,15,19,18,4,3,105,5,10
5,20,15,19,19,2,3,190,-1,30
5,20,15,19,20,4,3,245,8,25
5,20,15,19,21,3,3,330,11,15
5,20,15,19,22,1,3,400,14,15
5,20,15,19,23,3,3,440,-1,15
5,20,15,19,24,4,3,510,17,0
5,20,15,20,0,1,1,10,0,-1
5,20,15,20,1,1,1,50,3,-1
5,20,15,20,2,2,1,90,6,-1
5,20,15,20,3,4,1,145,9,-1
5,20,15,20,4,1,1,230,12,-1
5,20,15,20,5,3,1,270,15,-1
5,20,15,20,6,3,1,340,18,-1
5,20,15,20,7,2,1,410,-1,-1
5,20,15,20,8,3,1,465,21,-1
5,20,15,20,9,1,1,535,24,-1
5,20,15,20,10,1,2,10,1,0
5,20,15,20,11,2,2,50,4,0
5,20,15,20,12,3,2,105,7,15
5,20,15,20,13,1,2,175,10,30
5,20,15,20,14,2,2,215,13,15
5,20,15,20,15,4,2,270,16,0
5,20,15,20,16,3,2,355,19,15
5,20,15,20,17,1,2,425,-1,15
5,20,15,20,18,4,2,465,22,0
5,20,15,20,19,2,2,550,25,15
5,20,15,20,20,1,3,10,2,0
5,20,15,20,21,1,3,50,5,0
5,20,15,20,22,2,3,90,8,15
5,20,15,20,23,3,3,145,11,30
5,20,15,20,24,1,3,215,14,0
5,20,15,20,25,3,3,255,17,15
5,20,15,20,26,2,3,325,-1,30
5,20,15,20,27,3,3,380,20,25
5,20,15,20,28,1,3,450,23,15
5,20,15,20,29,3,3,490,-1,25
5,20,15,20,30,1,3,560,26,10
5,20,15,21,0,3,1,10,0,-1
5,20,15,21,1,1,1,80,3,-1
5,20,15,21,2,3,1,120,6,-1
5,20,15,21,3,4,1,190,7,-1
5,20,15,21,4,2,1,275,10,-1
5,20,15,21,5,2,1,330,13,-1
5,20,15,21,6,4,1,385,16,-1
5,20,15,21,7,3,1,470,19,-1
5,20,15,21,8,2,1,540,22,-1
5,20,15,21,9,4,2,10,1,0
5,20,15,21,10,4,2,95,4,15
5,20,15,21,11,2,2,180,8,10
5,20,15,21,12,4,2,235,11,40
5,20,15,21,13,4,2,320,14,10
5,20,15,21,14,3,2,405,17,20
5,20,15,21,15,4,2,475,20,5
5,20,15,21,16,2,3,10,2,0
5,20,15,21,17,3,3,65,5,30
5,20,15,21,18,2,3,135,-1,40
5,20,15,21,19,3,3,190,9,10
5,20,15,21,20,3,3,260,12,25
5,20,15,21,21,3,3,330,15,10
5,20,15,21,22,4,3,400,18,5
5,20,15,21,23,3,3,485,21,10
5,20,16,1,0,3,1,10,0,-1
5,20,16,1,1,3,1,83,3,-1
5,20,16,1,2,4,1,156,6,-1
5,20,16,1,3,1,1,245,-1,-1
5,20,16,1,4,3,1,286,9,-1
5,20,16,1,5,4,1,359,12,-1
5,20,16,1,6,4,1,448,15,-1
5,20,16,1,7,1,1,537,18,-1
5,20,16,1,8,2,2,10,1,0
5,20,16,1,9,1,2,67,4,16
5,20,16,1,10,4,2,108,-1,25
5,20,16,1,11,3,2,197,7,41
5,20,16,1,12,3,2,270,10,16
5,20,16,1,13,3,2,343,13,16
5,20,16,1,14,1,2,416,-1,32
5,20,16,1,15,2,2,457,16,9
5,20,16,1,16,3,2,514,19,23
5,20,16,1,17,1,3,10,2,0
5,20,16,1,18,4,3,51,5,16
5,20,16,1,19,4,3,140,-1,32
5,20,16,1,20,1,3,229,8,32
5,20,16,1,21,3,3,270,11,0
5,20,16,1,22,4,3,343,14,0
5,20,16,1,23,4,3,432,17,16
5,20,16,1,24,3,3,521,20,7
5,20,16,2,0,3,1,10,0,-1
5,20,16,2,1,2,1,83,3,-1
5,20,16,2,2,2,1,140,6,-1
5,20,16,2,3,3,1,197,8,-1
5,20,16,2,4,1,1,270,11,-1
5,20,16,2,5,2,1,311,13,-1
5,20,16,2,6,2,1,368,16,-1
5,20,16,2,7,4,1,425,18,-1
5,20,16,2,8,4,1,514,21,-1
5,20,16,2,9,1,2,10,1,0
5,20,16,2,10,3,2,51,4,32
5,20,16,2,11,1,2,124,7,16
5,20,16,2,12,2,2,165,-1,25
5,20,16,2,13,1,2,222,9,25
5,20,16,2,14,1,2,263,12,7
5,20,16,2,15,1,2,304,14,7
5,20,16,2,16,3,2,345,17,23
5,20,16,2,17,3,2,418,19,7
5,20,16,2,18,1,2,491,-1,23
5,20,16,2,19,2,2,532,22,18
5,20,16,2,20,3,3,10,2,0
5,20,16,2,21,4,3,83,5,32
5,20,16,2,22,2,3,172,-1,7
5,20,16,2,23,3,3,229,10,7
5,20,16,2,24,4,3,302,15,2
5,20,16,2,25,4,3,391,20,27
5,20,16,2,26,2,3,480,-1,11
5,20,16,2,27,1,3,537,23,5
5,20,16,3,0,2,1,10,0,-1
5,20,16,3,1,2,1,67,3,-1
5,20,16,3,2,1,1,124,-1,-1
5,20,16,3,3,4,1,165,6,-1
5,20,16,3,4,3,1,254,9,-1
5,20,16,3,5,2,1,327,12,-1
5,20,16,3,6,2,1,384,15,-1
5,20,16,3,7,1,1,441,-1,-1
5,20,16,3,8,1,1,482,18,-1
5,20,16,3,9,4,2,10,1,0
5,20,16,3,10,2,2,99,4,25
5,20,16,3,11,4,2,156,7,9
5,20,16,3,12,2,2,245,10,9
5,20,16,3,13,1,2,302,-1,25
5,20,16,3,14,3,2,343,13,16
5,20,16,3,15,2,2,416,16,25
5,20,16,3,16,4,2,473,19,9
5,20,16,3,17,4,3,10,2,0
5,20,16,3,18,1,3,99,5,0
5,20,16,3,19,1,3,140,8,16
5,20,16,3,20,3,3,181,-1,25
5,20,16,3,21,3,3,254,11,9
5,20,16,3,22,4,3,327,14,16
5,20,16,3,23,2,3,416,17,0
5,20,16,3,24,2,3,473,20,0
5,20,16,3,25,1,3,530,-1,57
5,20,16,4,0,2,1,10,0,-1
5,20,16,4,1,1,1,67,3,-1
5,20,16,4,2,3,1,108,5,-1
5,20,16,4,3,2,1,181,8,-1
5,20,16,4,4,3,1,238,11,-1
5,20,16,4,5,4,1,311,14,-1
5,20,16,4,6,3,1,400,17,-1
5,20,16,4,7,2,1,473,20,-1
5,20,16,4,8,1,1,530,-1,-1
5,20,16,4,9,1,2,10,1,0
5,20,16,4,10,1,2,51,4,16
5,20,16,4,11,4,2,92,6,16
5,20,16,4,12,1,2,181,9,0
5,20,16,4,13,3,2,222,12,16
5,20,16,4,14,3,2,295,15,16
5,20,16,4,15,2,2,368,-1,32
5,20,16,4,16,4,2,425,18,25
5,20,16,4,17,1,2,514,21,16
5,20,16,4,18,4,3,10,2,0
5,20,16,4,19,3,3,99,7,7
5,20,16,4,20,3,3,172,10,9
5,20,16,4,21,1,3,245,13,23
5,20,16,4,22,1,3,286,16,9
5,20,16,4,23,3,3,327,-1,32
5,20,16,4,24,2,3,400,19,25
5,20,16,4,25,2,3,457,-1,32
5,20,16,4,26,3,3,514,22,0
5,20,16,5,0,4,1,10,0,-1
5,20,16,5,1,4,1,99,3,-1
5,20,16,5,2,2,1,188,6,-1
5,20,16,5,3,4,1,245,9,-1
5,20,16,5,4,2,1,334,12,-1
5,20,16,5,5,2,1,391,15,-1
5,20,16,5,6,1,1,448,16,-1
5,20,16,5,7,1,1,489,19,-1
5,20,16,5,8,4,2,10,1,0
